I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-9, -63, -53, 36, 21, -58, 29, 9, -29, -73, -73, -43, 
-14, -73, -58, 43, 21, -65, 39, 19, -24, -63, -68, -39, 
-4, -73, -68, 39, 31, -70, 53, 34, -19, -58, -68, -39, 
-4, -68, -63, 36, 29, -65, 68, 43, -9, -48, -68, -34, 
0, -63, -63, 31, 31, -63, 68, 58, 0, -39, -63, -34, 
4, -63, -68, 29, 36, -65, 63, 73, 14, -39, -53, -29, 
0, -73, -73, 36, 36, -73, 68, 82, 29, -34, -48, -24, 
4, -73, -78, 34, 41, -75, 73, 82, 29, -29, -43, -24, 
4, -73, -78, 34, 41, -75, 73, 92, 34, -19, -43, -24, 
4, -73, -78, 34, 41, -75, 78, 97, 39, -14, -39, -24, 
4, -73, -78, 34, 41, -75, 87, 102, 39, -14, -39, -19, 
9, -73, -82, 31, 46, -78, 92, 107, 39, -4, -34, -19, 
4, -78, -82, 36, 43, -80, 102, 117, 48, 0, -29, -14, 
9, -78, -87, 34, 48, -82, 102, 122, 58, 0, -24, -9, 
14, -73, -87, 29, 51, -80, 97, 131, 68, 4, -19, -4, 
14, -68, -82, 26, 48, -75, 97, 136, 73, 14, -19, 0, 
9, -73, -82, 31, 46, -78, 102, 136, 73, 19, -14, -4, 
9, -68, -78, 29, 43, -73, 107, 141, 73, 19, -14, -4, 
14, -63, -78, 24, 46, -70, 107, 146, 78, 19, -9, -4, 
19, -63, -82, 21, 51, -73, 102, 146, 82, 24, -4, -4, 
14, -63, -78, 24, 46, -70, 102, 146, 82, 29, -4, 0, 
9, -63, -73, 26, 41, -68, 112, 151, 87, 29, -4, 4, 
9, -63, -73, 26, 41, -68, 107, 156, 92, 34, 0, 4, 
9, -68, -78, 29, 43, -73, 102, 156, 97, 39, -4, 4, 
19, -73, -92, 26, 56, -82, 112, 161, 97, 39, 0, 4, 
24, -63, -87, 19, 56, -75, 117, 170, 97, 39, 0, 14, 
24, -58, -82, 17, 53, -70, 112, 170, 102, 39, 4, 19, 
24, -58, -82, 17, 53, -70, 112, 175, 112, 43, 9, 19, 
24, -58, -82, 17, 53, -70, 112, 180, 122, 48, 9, 19, 
24, -58, -82, 17, 53, -70, 112, 180, 126, 53, 9, 24, 
19, -58, -78, 19, 48, -68, 112, 180, 131, 58, 14, 24, 
19, -58, -78, 19, 48, -68, 112, 190, 131, 63, 14, 29, 
19, -58, -78, 19, 48, -68, 117, 190, 131, 63, 14, 29, 
19, -53, -73, 17, 46, -63, 126, 195, 131, 63, 19, 24, 
24, -48, -73, 12, 48, -61, 131, 200, 136, 68, 24, 19, 
19, -53, -73, 17, 46, -63, 131, 204, 146, 73, 24, 29, 
19, -53, -73, 17, 46, -63, 131, 209, 151, 78, 29, 34, 
24, -43, -68, 9, 46, -56, 126, 214, 156, 82, 34, 34, 
34, -39, -73, 2, 53, -56, 126, 219, 161, 87, 39, 39, 
34, -39, -73, 2, 53, -56, 131, 224, 165, 92, 34, 39, 
34, -34, -68, 0, 51, -51, 136, 229, 170, 102, 34, 39, 
34, -29, -63, -2, 48, -46, 136, 234, 175, 107, 43, 39, 
29, -24, -53, -2, 41, -39, 141, 239, 180, 112, 53, 48, 
34, -19, -53, -7, 43, -36, 136, 244, 185, 117, 53, 53, 
39, -14, -53, -12, 46, -34, 136, 248, 190, 117, 53, 53, 
39, -14, -53, -12, 46, -34, 131, 258, 195, 122, 58, 53, 
43, -14, -58, -14, 51, -36, 136, 263, 204, 122, 58, 53, 
39, -19, -58, -9, 48, -39, 141, 263, 209, 131, 63, 53, 
43, -9, -53, -17, 48, -31, 146, 273, 214, 141, 68, 58, 
48, 4, -43, -26, 46, -19, 156, 278, 219, 146, 73, 58, 
43, 4, -39, -24, 41, -17, 161, 278, 219, 151, 73, 63, 
43, 4, -39, -24, 41, -17, 156, 287, 229, 156, 78, 68, 
48, 9, -39, -29, 43, -14, 156, 302, 239, 161, 92, 73, 
48, 14, -34, -31, 41, -9, 161, 312, 248, 170, 102, 78, 
58, 19, -39, -39, 48, -9, 161, 317, 253, 180, 107, 82, 
58, 19, -39, -39, 48, -9, 161, 322, 263, 180, 102, 87, 
58, 24, -34, -41, 46, -4, 170, 326, 268, 185, 112, 87, 
63, 29, -34, -46, 48, -2, 175, 341, 283, 195, 122, 87, 
63, 29, -34, -46, 48, -2, 180, 351, 292, 209, 126, 102, 
63, 29, -34, -46, 48, -2, 185, 361, 292, 219, 131, 112, 
63, 43, -19, -53, 41, 12, 190, 375, 297, 224, 141, 122, 
68, 53, -14, -61, 41, 19, 185, 385, 302, 239, 146, 122, 
68, 53, -14, -61, 41, 19, 195, 395, 322, 244, 151, 122, 
68, 63, -4, -65, 36, 29, 200, 409, 336, 248, 156, 131, 
68, 63, -4, -65, 36, 29, 200, 414, 341, 263, 161, 131, 
68, 63, -4, -65, 36, 29, 204, 419, 346, 273, 170, 136, 
73, 73, 0, -73, 36, 36, 209, 429, 356, 278, 180, 141, 
78, 82, 4, -80, 36, 43, 209, 439, 361, 278, 185, 151, 
78, 92, 14, -85, 31, 53, 209, 453, 366, 297, 195, 161, 
82, 97, 14, -90, 34, 56, 209, 468, 380, 312, 204, 165, 
87, 102, 14, -95, 36, 58, 209, 478, 395, 322, 214, 170, 
92, 112, 19, -102, 36, 65, 214, 483, 405, 331, 219, 170, 
92, 122, 29, -107, 31, 75, 224, 492, 414, 341, 229, 175, 
97, 131, 34, -114, 31, 82, 229, 502, 429, 351, 239, 190, 
97, 136, 39, -117, 29, 87, 234, 517, 434, 361, 248, 195, 
102, 146, 43, -124, 29, 95, 229, 522, 439, 375, 263, 200, 
107, 161, 53, -134, 26, 107, 224, 531, 444, 385, 268, 204, 
112, 165, 53, -139, 29, 109, 229, 541, 458, 390, 268, 214, 
112, 175, 63, -143, 24, 119, 229, 551, 473, 405, 278, 229, 
112, 185, 73, -148, 19, 129, 234, 566, 478, 414, 287, 234, 
117, 190, 73, -153, 21, 131, 239, 570, 483, 419, 292, 234, 
117, 190, 73, -153, 21, 131, 239, 580, 497, 434, 302, 239, 
122, 200, 78, -161, 21, 139, 239, 585, 507, 453, 317, 244, 
126, 204, 78, -165, 24, 141, 239, 590, 512, 458, 326, 253, 
126, 209, 82, -168, 21, 146, 234, 590, 512, 463, 336, 263, 
131, 224, 92, -178, 19, 158, 229, 595, 517, 468, 336, 273, 
136, 234, 97, -185, 19, 165, 229, 600, 522, 473, 341, 273, 
131, 229, 97, -180, 17, 163, 234, 605, 527, 483, 351, 273, 
126, 239, 112, -183, 7, 175, 234, 605, 531, 488, 361, 278, 
131, 248, 117, -190, 7, 183, 234, 600, 531, 492, 356, 278, 
141, 263, 122, -202, 9, 192, 234, 595, 531, 492, 361, 283, 
141, 268, 126, -204, 7, 197, 234, 590, 536, 492, 366, 283, 
136, 268, 131, -202, 2, 200, 234, 600, 536, 497, 370, 287, 
141, 278, 136, -209, 2, 207, 229, 605, 541, 507, 375, 292, 
141, 283, 141, -212, 0, 212, 224, 600, 536, 507, 380, 302, 
136, 287, 151, -212, -7, 219, 219, 590, 531, 502, 380, 302, 
136, 297, 161, -217, -12, 229, 214, 585, 531, 502, 380, 302, 
146, 302, 156, -224, -4, 229, 209, 570, 531, 512, 385, 302, 
146, 307, 161, -226, -7, 234, 219, 561, 531, 512, 390, 302, 
136, 307, 170, -222, -17, 239, 229, 556, 531, 507, 385, 302, 
131, 302, 170, -217, -19, 236, 224, 546, 531, 502, 390, 302, 
146, 312, 165, -229, -9, 239, 209, 536, 522, 497, 395, 297, 
151, 322, 170, -236, -9, 246, 200, 527, 507, 497, 385, 302, 
146, 317, 170, -231, -12, 244, 204, 512, 502, 497, 380, 302, 
136, 326, 190, -231, -26, 258, 200, 497, 497, 488, 380, 297, 
136, 326, 190, -231, -26, 258, 195, 492, 497, 478, 370, 287, 
126, 322, 195, -224, -34, 258, 190, 478, 492, 468, 361, 283, 
126, 317, 190, -222, -31, 253, 190, 458, 473, 463, 351, 273, 
126, 312, 185, -219, -29, 248, 180, 434, 453, 444, 351, 268, 
122, 307, 185, -214, -31, 246, 175, 419, 444, 429, 336, 263, 
112, 297, 185, -204, -36, 241, 170, 405, 434, 414, 322, 248, 
117, 287, 170, -202, -26, 229, 161, 385, 419, 405, 312, 239, 
112, 287, 175, -200, -31, 231, 146, 366, 400, 380, 302, 234, 
102, 278, 175, -190, -36, 226, 131, 346, 385, 361, 283, 219, 
97, 258, 161, -178, -31, 209, 126, 326, 370, 341, 263, 204, 
97, 248, 151, -173, -26, 200, 126, 307, 351, 326, 244, 195, 
92, 234, 141, -163, -24, 187, 126, 283, 326, 302, 229, 180, 
78, 214, 136, -146, -29, 175, 131, 263, 302, 278, 209, 161, 
78, 204, 126, -141, -24, 165, 136, 244, 287, 253, 200, 156, 
78, 195, 117, -136, -19, 156, 126, 234, 273, 234, 190, 146, 
73, 180, 107, -126, -17, 143, 112, 214, 253, 214, 170, 131, 
68, 170, 102, -119, -17, 136, 112, 200, 234, 195, 146, 117, 
58, 151, 92, -104, -17, 122, 107, 185, 219, 185, 131, 97, 
48, 136, 87, -92, -19, 112, 102, 170, 204, 165, 117, 82, 
43, 126, 82, -85, -19, 104, 97, 156, 185, 141, 102, 73, 
43, 112, 68, -78, -12, 90, 92, 141, 165, 122, 87, 63, 
43, 97, 53, -70, -4, 75, 87, 131, 146, 112, 73, 58, 
39, 87, 48, -63, -4, 68, 82, 112, 131, 97, 68, 48, 
39, 73, 34, -56, 2, 53, 78, 97, 117, 78, 58, 39, 
34, 63, 29, -48, 2, 46, 78, 92, 107, 63, 43, 29, 
29, 53, 24, -41, 2, 39, 78, 78, 87, 48, 24, 19, 
19, 43, 24, -31, -2, 34, 68, 68, 78, 39, 19, 14, 
24, 34, 9, -29, 7, 21, 63, 63, 78, 29, 14, 9, 
24, 29, 4, -26, 9, 17, 58, 53, 63, 14, -4, 0, 
19, 19, 0, -19, 9, 9, 53, 43, 48, 0, -14, -9, 
19, 14, -4, -17, 12, 4, 48, 39, 48, -4, -14, -14, 
14, 9, -4, -12, 9, 2, 48, 34, 39, -9, -19, -9, 
14, 4, -9, -9, 12, -2, 53, 24, 19, -19, -24, -14, 
19, 0, -19, -9, 19, -9, 48, 14, 14, -29, -34, -24, 
14, -9, -24, -2, 19, -17, 48, 14, 19, -34, -39, -29, 
4, -14, -19, 4, 12, -17, 48, 9, 14, -34, -39, -29, 
4, -14, -19, 4, 12, -17, 39, 0, 4, -43, -43, -29, 
9, -19, -29, 4, 19, -24, 34, 0, 4, -48, -48, -34, 
4, -24, -29, 9, 17, -26, 34, 0, -4, -53, -48, -34, 
9, -24, -34, 7, 21, -29, 29, 0, -14, -53, -48, -34, 
9, -24, -34, 7, 21, -29, 29, -4, -19, -58, -53, -43, 
4, -29, -34, 12, 19, -31, 34, -14, -14, -63, -58, -48, 
0, -34, -34, 17, 17, -34, 39, -19, -14, -58, -58, -48, 
-4, -29, -24, 17, 9, -26, 39, -14, -14, -58, -58, -43, 
-4, -34, -29, 19, 12, -31, 34, -14, -24, -63, -63, -43, 
-4, -39, -34, 21, 14, -36, 34, -19, -29, -63, -68, -48, 
-4, -43, -39, 24, 17, -41, 39, -14, -24, -68, -68, -48, 
-4, -34, -29, 19, 12, -31, 39, -14, -24, -68, -63, -48, 
0, -29, -29, 14, 14, -29, 34, -19, -29, -73, -63, -48, 
0, -39, -39, 19, 19, -39, 29, -29, -34, -73, -63, -48, 
-4, -43, -39, 24, 17, -41, 29, -29, -34, -78, -68, -53, 
-4, -39, -34, 21, 14, -36, 29, -24, -29, -78, -63, -53, 
-4, -43, -39, 24, 17, -41, 29, -19, -24, -78, -63, -48, 
-4, -43, -39, 24, 17, -41, 29, -19, -29, -78, -68, -48, 
-4, -39, -34, 21, 14, -36, 29, -24, -34, -78, -68, -53, 
0, -29, -29, 14, 14, -29, 29, -19, -39, -78, -68, -48, 
4, -29, -34, 12, 19, -31, 29, -19, -39, -78, -68, -48, 
4, -29, -34, 12, 19, -31, 24, -19, -39, -82, -68, -53, 
4, -34, -39, 14, 21, -36, 19, -19, -34, -82, -68, -53, 
0, -34, -34, 17, 17, -34, 19, -19, -29, -82, -73, -48, 
-4, -39, -34, 21, 14, -36, 24, -19, -34, -82, -73, -43, 
-4, -39, -34, 21, 14, -36, 39, -14, -39, -82, -73, -53, 
-9, -43, -34, 26, 12, -39, 39, -19, -39, -82, -73, -58, 
-4, -48, -43, 26, 19, -46, 34, -19, -29, -82, -73, -53, 
0, -48, -48, 24, 24, -48, 34, -19, -29, -78, -73, -48, 
0, -39, -39, 19, 19, -39, 34, -19, -34, -78, -68, -48, 
0, -34, -34, 17, 17, -34, 29, -14, -34, -82, -68, -48, 
0, -39, -39, 19, 19, -39, 34, -14, -29, -82, -68, -43, 
0, -39, -39, 19, 19, -39, 29, -14, -19, -78, -68, -43, 
0, -39, -39, 19, 19, -39, 19, -9, -19, -73, -68, -48, 
-4, -39, -34, 21, 14, -36, 14, -9, -19, -68, -68, -48, 
0, -39, -39, 19, 19, -39, 14, -14, -29, -73, -68, -48, 
0, -39, -39, 19, 19, -39, 19, -14, -29, -78, -63, -43, 
0, -43, -43, 21, 21, -43, 34, -9, -29, -78, -63, -43, 
0, -39, -39, 19, 19, -39, 43, -9, -29, -73, -63, -48, 
0, -34, -34, 17, 17, -34, 29, -4, -24, -73, -63, -48, 
-4, -43, -39, 24, 17, -41, 19, -4, -14, -73, -63, -48, 
-4, -48, -43, 26, 19, -46, 29, 0, -19, -73, -63, -48, 
0, -39, -39, 19, 19, -39, 29, 0, -19, -73, -63, -48, 
0, -34, -34, 17, 17, -34, 24, 0, -14, -73, -63, -43, 
4, -39, -43, 17, 24, -41, 29, 0, -14, -68, -63, -39, 
0, -39, -39, 19, 19, -39, 34, 0, -19, -68, -63, -48, 
-4, -39, -34, 21, 14, -36, 24, -4, -19, -73, -63, -48, 
-4, -48, -43, 26, 19, -46, 29, -4, -14, -78, -63, -43, 
-4, -48, -43, 26, 19, -46, 43, -4, -14, -78, -58, -43, 
0, -43, -43, 21, 21, -43, 48, 4, -14, -73, -63, -43, 
14, -34, -48, 9, 31, -41, 43, 4, -14, -73, -58, -43, 
9, -34, -43, 12, 26, -39, 43, 4, -14, -73, -58, -43, 
0, -34, -34, 17, 17, -34, 39, 0, -14, -68, -58, -48, 
0, -34, -34, 17, 17, -34, 39, 0, -24, -68, -58, -48, 
0, -34, -34, 17, 17, -34, 39, 4, -24, -73, -58, -43, 
9, -39, -48, 14, 29, -43, 39, 4, -19, -73, -58, -43, 
4, -39, -43, 17, 24, -41, 39, 4, -14, -68, -53, -39, 
0, -43, -43, 21, 21, -43, 43, 4, -9, -68, -53, -39, 
0, -39, -39, 19, 19, -39, 34, 4, -9, -63, -53, -43, 
4, -34, -39, 14, 21, -36, 29, 4, -19, -68, -53, -43, 
4, -43, -48, 19, 26, -46, 29, 4, -19, -73, -53, -39, 
4, -43, -48, 19, 26, -46, 34, 4, -19, -68, -53, -39, 
4, -39, -43, 17, 24, -41, 29, 4, -19, -68, -53, -39, 
4, -39, -43, 17, 24, -41, 24, 9, -19, -73, -53, -43, 
4, -43, -48, 19, 26, -46, 24, 9, -14, -73, -48, -39, 
0, -43, -43, 21, 21, -43, 24, 4, -9, -68, -53, -43, 
0, -39, -39, 19, 19, -39, 24, 0, -14, -68, -58, -43, 
0, -43, -43, 21, 21, -43, 24, 0, -19, -68, -63, -43, 
-4, -48, -43, 26, 19, -46, 29, 0, -19, -68, -58, -43, 
4, -43, -48, 19, 26, -46, 39, 0, -14, -68, -53, -43, 
9, -43, -53, 17, 31, -48, 34, -4, -19, -68, -58, -43, 
4, -48, -53, 21, 29, -51, 29, -4, -29, -73, -63, -43, 
0, -53, -53, 26, 26, -53, 34, 0, -19, -78, -58, -48, 
0, -63, -63, 31, 31, -63, 34, 4, -14, -73, -58, -48, 
0, -63, -63, 31, 31, -63, 34, 4, -14, -73, -58, -43, 
-4, -58, -53, 31, 24, -56, 34, 4, -14, -73, -58, -43, 
0, -58, -58, 29, 29, -58, 34, 9, -19, -68, -58, -43, 
4, -58, -63, 26, 34, -61, 29, 4, -19, -68, -58, -48, 
4, -53, -58, 24, 31, -56, 14, -4, -29, -73, -63, -48, 
0, -63, -63, 31, 31, -63, 4, -9, -34, -78, -68, -48, 
0, -73, -73, 36, 36, -73, 14, -9, -29, -78, -68, -48, 
0, -73, -73, 36, 36, -73, 34, -9, -19, -78, -63, -48, 
-4, -78, -73, 41, 34, -75, 34, -9, -29, -78, -63, -53, 
0, -73, -73, 36, 36, -73, 34, -9, -39, -82, -68, -53, 
0, -68, -68, 34, 34, -68, 34, -9, -34, -87, -68, -53, 
-4, -73, -68, 39, 31, -70, 34, -9, -29, -92, -68, -53, 
-4, -68, -63, 36, 29, -65, 29, -4, -29, -87, -63, -53, 
-4, -68, -63, 36, 29, -65, 29, -4, -34, -78, -63, -53, 
0, -68, -68, 34, 34, -68, 19, -4, -34, -82, -63, -53, 
-4, -73, -68, 39, 31, -70, 14, -9, -34, -92, -68, -53, 
-4, -73, -68, 39, 31, -70, 19, -14, -39, -87, -73, -53, 
-9, -78, -68, 43, 29, -73, 24, -14, -34, -82, -68, -53, 
-9, -82, -73, 46, 31, -78, 34, -9, -34, -87, -68, -48, 
-4, -87, -82, 46, 39, -85, 39, -4, -39, -87, -73, -48, 
-9, -82, -73, 46, 31, -78, 34, -4, -43, -82, -68, -48, 
-9, -82, -73, 46, 31, -78, 29, -9, -43, -87, -68, -53, 
-4, -87, -82, 46, 39, -85, 29, -14, -48, -82, -68, -53, 
-9, -82, -73, 46, 31, -78, 29, -9, -43, -82, -73, -53, 
-14, -87, -73, 51, 29, -80, 29, -9, -39, -82, -68, -68, 
-9, -87, -78, 48, 34, -82, 24, -14, -39, -87, -68, -63, 
0, -82, -82, 41, 41, -82, 19, -19, -43, -87, -73, -58, 
-4, -82, -78, 43, 36, -80, 14, -14, -48, -92, -73, -63, 
-9, -82, -73, 46, 31, -78, 14, -14, -48, -97, -78, -68, 
-9, -87, -78, 48, 34, -82, 19, -14, -53, -97, -82, -63, 
-9, -82, -73, 46, 31, -78, 19, -19, -53, -92, -78, -58, 
-9, -78, -68, 43, 29, -73, 19, -19, -48, -92, -78, -58, 
-9, -82, -73, 46, 31, -78, 14, -19, -43, -87, -82, -63, 
-9, -87, -78, 48, 34, -82, 19, -19, -48, -92, -87, -63, 
-9, -82, -73, 46, 31, -78, 24, -19, -53, -97, -82, -63, 
-9, -87, -78, 48, 34, -82, 24, -19, -53, -97, -82, -63, 
-9, -87, -78, 48, 34, -82, 24, -19, -43, -97, -78, -63, 
-4, -87, -82, 46, 39, -85, 19, -14, -53, -102, -78, -63, 
-9, -87, -78, 48, 34, -82, 9, -14, -63, -102, -82, -68, 
-9, -87, -78, 48, 34, -82, 4, -14, -53, -97, -82, -63, 
-9, -87, -78, 48, 34, -82, 4, -14, -48, -92, -82, -63, 
-9, -87, -78, 48, 34, -82, 0, -19, -48, -92, -78, -63, 
-4, -92, -87, 48, 41, -90, 4, -19, -53, -97, -78, -63, 
-4, -92, -87, 48, 41, -90, 9, -19, -53, -102, -78, -63, 
-9, -92, -82, 51, 36, -87, 14, -19, -63, -102, -82, -63, 
-9, -92, -82, 51, 36, -87, 29, -14, -63, -102, -78, -63, 
-9, -87, -78, 48, 34, -82, 34, -19, -63, -102, -78, -63, 
-4, -87, -82, 46, 39, -85, 24, -24, -58, -102, -82, -63, 
-4, -87, -82, 46, 39, -85, 19, -19, -53, -107, -82, -63, 
-14, -92, -78, 53, 31, -85, 14, -19, -53, -97, -82, -63, 
-9, -92, -82, 51, 36, -87, 9, -14, -53, -92, -82, -63, 
-9, -92, -82, 51, 36, -87, 9, -14, -53, -97, -87, -63, 
-14, -97, -82, 56, 34, -90, 14, -19, -53, -102, -82, -63, 
-14, -92, -78, 53, 31, -85, 14, -19, -53, -102, -82, -63, 
-14, -87, -73, 51, 29, -80, 19, -19, -58, -97, -87, -63, 
-14, -87, -73, 51, 29, -80, 14, -19, -58, -97, -87, -63, 
-14, -92, -78, 53, 31, -85, 14, -19, -53, -97, -82, -68, 
-19, -92, -73, 56, 26, -82, 14, -19, -53, -97, -92, -68, 
-14, -92, -78, 53, 31, -85, 19, -14, -48, -97, -92, -68, 
-14, -92, -78, 53, 31, -85, 19, -9, -48, -97, -87, -63, 
-19, -97, -78, 58, 29, -87, 9, -14, -48, -92, -82, -68, 
-19, -102, -82, 61, 31, -92, 9, -19, -48, -97, -87, -68, 
-19, -97, -78, 58, 29, -87, 9, -14, -53, -102, -82, -63, 
-14, -97, -82, 56, 34, -90, 4, -14, -58, -107, -82, -68, 
-14, -107, -92, 61, 39, -100, 9, -14, -53, -102, -87, -68, 
-19, -107, -87, 63, 34, -97, 14, -14, -48, -97, -87, -63, 
-19, -97, -78, 58, 29, -87, 19, -19, -53, -102, -82, -68, 
-9, -92, -82, 51, 36, -87, 14, -24, -58, -102, -87, -73, 
-4, -102, -97, 53, 46, -100, 9, -14, -58, -102, -87, -68, 
-9, -102, -92, 56, 41, -97, 4, -14, -53, -107, -82, -68, 
-9, -97, -87, 53, 39, -92, -4, -14, -58, -107, -87, -73, 
-19, -97, -78, 58, 29, -87, -9, -14, -58, -102, -82, -68, 
-29, -102, -73, 65, 21, -87, -4, -14, -58, -97, -82, -63, 
-29, -102, -73, 65, 21, -87, 9, -14, -53, -97, -87, -63, 
-24, -107, -82, 65, 29, -95, 29, -14, -48, -102, -92, -73, 
-24, -102, -78, 63, 26, -90, 29, -9, -43, -102, -87, -73, 
-29, -102, -73, 65, 21, -87, 19, -9, -43, -97, -87, -68, 
-24, -107, -82, 65, 29, -95, 14, -14, -48, -97, -92, -63, 
-19, -102, -82, 61, 31, -92, 14, -14, -53, -102, -87, -63, 
-19, -97, -78, 58, 29, -87, 9, -19, -68, -102, -82, -63, 
-19, -102, -82, 61, 31, -92, 19, -19, -73, -102, -78, -68, 
-19, -107, -87, 63, 34, -97, 39, -14, -63, -97, -82, -68, 
-24, -102, -78, 63, 26, -90, 34, -14, -53, -92, -82, -68, 
-19, -97, -78, 58, 29, -87, 19, -14, -58, -92, -78, -63, 
-14, -97, -82, 56, 34, -90, 19, -14, -63, -97, -78, -63, 
-19, -102, -82, 61, 31, -92, 19, -19, -63, -107, -82, -68, 
-19, -102, -82, 61, 31, -92, 19, -19, -63, -102, -87, -68, 
-19, -102, -82, 61, 31, -92, 19, -19, -58, -102, -82, -58, 
-14, -102, -87, 58, 36, -95, 19, -14, -63, -107, -82, -58, 
-14, -107, -92, 61, 39, -100, 14, -14, -58, -102, -78, -63, 
-19, -107, -87, 63, 34, -97, 19, -14, -58, -102, -82, -63, 
-24, -107, -82, 65, 29, -95, 19, -14, -58, -102, -87, -63, 
-14, -102, -87, 58, 36, -95, 19, -14, -53, -102, -82, -63, 
-14, -107, -92, 61, 39, -100, 19, -14, -53, -97, -87, -63, 
-24, -112, -87, 68, 31, -100, 14, -14, -58, -97, -82, -58, 
-14, -107, -92, 61, 39, -100, 14, -14, -63, -102, -78, -58, 
-9, -102, -92, 56, 41, -97, 14, -19, -63, -102, -82, -58, 
-14, -102, -87, 58, 36, -95, 14, -14, -58, -102, -82, -58, 
-14, -102, -87, 58, 36, -95, 24, -9, -53, -97, -78, -58, 
-14, -97, -82, 56, 34, -90, 24, -4, -43, -92, -78, -58, 
-14, -87, -73, 51, 29, -80, 24, 0, -29, -87, -68, -48, 
-14, -78, -63, 46, 24, -70, 29, 4, -19, -78, -58, -48, 
-19, -73, -53, 46, 17, -63, 29, 4, -19, -82, -63, -58, 
-14, -73, -58, 43, 21, -65, 34, 0, -29, -82, -68, -58, 
-9, -68, -58, 39, 24, -63, 39, 4, -29, -82, -73, -53, 
-4, -68, -63, 36, 29, -65, 34, 0, -29, -82, -73, -58, 
0, -58, -58, 29, 29, -58, 48, 0, -24, -78, -68, -63, 
-9, -53, -43, 31, 17, -48, 68, 9, -14, -68, -63, -58, 
-14, -53, -39, 34, 12, -46, 63, 9, -14, -68, -58, -58, 
-9, -53, -43, 31, 17, -48, 53, 14, -14, -68, -58, -53, 
-4, -48, -43, 26, 19, -46, 58, 14, -14, -68, -63, -48, 
-4, -43, -39, 24, 17, -41, 58, 24, -9, -68, -53, -48, 
0, -34, -34, 17, 17, -34, 53, 24, -4, -63, -53, -48, 
0, -34, -34, 17, 17, -34, 53, 24, -4, -58, -53, -43, 
0, -29, -29, 14, 14, -29, 53, 29, -4, -63, -53, -43, 
-4, -29, -24, 17, 9, -26, 58, 29, 4, -58, -48, -43, 
-14, -29, -14, 21, 0, -21, 58, 29, 14, -58, -48, -43, 
-14, -29, -14, 21, 0, -21, 63, 29, 9, -58, -53, -43, 
-14, -34, -19, 24, 2, -26, 58, 24, 9, -58, -48, -43, 
-19, -29, -9, 24, -4, -19, 48, 4, 4, -58, -43, -39, 
-14, -9, 4, 12, -9, -2, 34, 0, 4, -63, -48, -43, 
-4, 0, 4, 2, -4, 2, 19, -4, -4, -63, -48, -48, 
-4, 0, 4, 2, -4, 2, 4, -14, -9, -63, -43, -43, 
0, -4, -4, 2, 2, -4, -4, -24, -14, -63, -43, -39, 
4, -4, -9, 0, 7, -7, -9, -29, -19, -63, -48, -34, 
4, -9, -14, 2, 9, -12, -4, -29, -19, -63, -53, -34, 
-4, -9, -4, 7, 0, -7, 4, -29, -19, -68, -53, -43, 
-4, -9, -4, 7, 0, -7, 0, -29, -24, -73, -53, -48, 
-4, -4, 0, 4, -2, -2, -4, -29, -19, -73, -58, -48, 
-4, 4, 9, 0, -7, 7, 4, -29, -14, -68, -53, -39, 
-4, 14, 19, -4, -12, 17, 4, -29, -14, -63, -43, -34, 
4, 24, 19, -14, -7, 21, 0, -24, -14, -58, -39, -34, 
14, 19, 4, -17, 4, 12, 4, -24, -19, -58, -39, -29, 
19, 9, -9, -14, 14, 0, 4, -19, -19, -58, -43, -24, 
19, 9, -9, -14, 14, 0, -4, -19, -14, -58, -34, -24, 
19, 9, -9, -14, 14, 0, -19, -19, -9, -48, -24, -19, 
24, 0, -24, -12, 24, -12, -24, -29, -24, -53, -29, -14, 
24, -14, -39, -4, 31, -26, -19, -43, -48, -68, -39, -19, 
24, -34, -58, 4, 41, -46, -19, -43, -63, -78, -43, -24, 
19, -48, -68, 14, 43, -58, -24, -43, -58, -78, -48, -24, 
24, -58, -82, 17, 53, -70, -19, -39, -48, -78, -48, -24, 
19, -63, -82, 21, 51, -73, -9, -39, -43, -78, -43, -24, 
9, -73, -82, 31, 46, -78, 0, -43, -53, -82, -53, -24, 
-9, -82, -73, 46, 31, -78, 4, -39, -58, -87, -58, -29, 
-19, -92, -73, 56, 26, -82, 4, -24, -43, -82, -53, -34, 
-24, -102, -78, 63, 26, -90, 9, -19, -43, -78, -58, -39, 
-24, -117, -92, 70, 34, -104, 4, -29, -63, -87, -73, -53, 
-29, -126, -97, 78, 34, -112, 4, -39, -73, -97, -78, -53, 
-29, -131, -102, 80, 36, -117, 4, -43, -73, -107, -78, -53, 
-29, -131, -102, 80, 36, -117, 0, -48, -73, -112, -78, -53, 
-24, -126, -102, 75, 39, -114, -4, -43, -78, -107, -78, -58, 
-19, -126, -107, 73, 43, -117, 0, -39, -78, -107, -78, -58, 
-19, -131, -112, 75, 46, -122, 0, -39, -82, -112, -87, -68, 
-19, -136, -117, 78, 48, -126, 0, -39, -82, -112, -87, -68, 
-24, -131, -107, 78, 41, -119, 0, -39, -87, -112, -87, -68, 
-24, -131, -107, 78, 41, -119, 0, -43, -87, -122, -92, -73, 
-19, -141, -122, 80, 51, -131, -9, -48, -92, -126, -102, -78, 
-24, -151, -126, 87, 51, -139, -14, -48, -92, -131, -102, -82, 
